LineStarId,Name,Position,Team,Salary,Projected,Scored,IsOverridden,OppRank,OppRankTotal,Ceiling,Floor,StartingStatus,Consistency,ProjOwn,Consensus,Leverage,Safety,AlertScore,SIC,PPG,VersusStr,DFS_ID,Vegas,VegasML,VegasTotals,VegasImplied
1211099,Evan Mobley,PF/C,CLE,7700,0,0,0,11,30,47.99,27.01,4,89,0,0,0,0,0,0,38.07,@BOS,157845,8.5,300,226.0,108.8,
1211100,Coby White,PG,CHI,7700,36.24,0,0,13,30,43.7,19.52,1,84,9.1,0,76,16,7,0,29.19,@MIA,110326,0,0,0.0,0.0,
1211101,Zach LaVine,SG,CHI,7600,0,0,0,14,30,45.62,25.27,4,87,0,0,0,0,0,0,33.38,@MIA,40783,0,0,0.0,0.0,
1211102,Jamal Murray,PG,DEN,7500,26.28,0,0,3,30,47.78,25.25,2,89,3.06,0,60,4,-2,0,33.37,vs BKN,66108,-9.5,-500,229.0,119.3,
1211103,Jerami Grant,PF/SF,POR,7500,0,0,0,23,30,46.56,22.03,4,86,0,0,0,0,0,0,32.77,vs UTA,23831,0,0,0.0,0.0,
1211104,Tyler Herro,SG,MIA,7400,0,0,0,21,30,44.02,20.08,2,86,0,0,0,0,0,0,37.44,vs CHI,110312,0,0,0.0,0.0,
1211105,Jarrett Allen,C/PF,CLE,7400,26.85,0,0,4,30,40.55,18.47,1,85,18.66,0,51,25,4,0,29.19,@BOS,80821,8.5,300,226.0,108.8,
1211106,Nic Claxton,C,BKN,7300,29.91,0,0,15,30,42.34,24.6,1,87,2.2,0,69,3,1,0,32.99,@DEN,110354,9.5,360,229.0,109.8,
1211107,Malcolm Brogdon,PG/SG,POR,7300,31.63,0,0,15,30,45.34,15.6,2,85,10.6,0,67,17,3,0,32.3,vs UTA,16359,0,0,0.0,0.0,
1211108,Derrick White,PG/SG,BOS,7200,32.22,0,0,7,30,40.72,22.4,1,84,6.72,0,72,11,-1,0,32.11,vs CLE,49675,-8.5,-400,226.0,117.3,
1211109,Deandre Ayton,C,POR,7200,0,0,0,8,30,42.66,22.02,2,85,0,0,0,0,0,0,32.1,vs UTA,84673,0,0,0.0,0.0,
1211110,Walker Kessler,C,UTA,7100,25.29,0,0,22,30,37.96,16.13,2,83,3.47,0,59,4,-1,0,27.23,@POR,171777,0,0,0.0,0.0,
1211111,Jalen Williams,SF/SG,OKC,7000,29.85,0,0,16,30,39.49,21.77,1,88,11,0,65,16,2,0,29.94,@SAC,171760,2,110,243.0,120.5,
1211112,Dante Exum,SG/PG,DAL,7000,32.94,0,0,7,30,30,6.04,1,86,24.96,0,60,41,7,0,15.84,vs MIN,55055,0,0,0.0,0.0,
1211113,Jrue Holiday,PG,BOS,6900,30.05,0,0,7,30,39.33,22.99,1,88,4.5,0,70,7,-2,0,31.24,vs CLE,9663,-8.5,-400,226.0,117.3,
1211114,Draymond Green,PF/C,GS,6900,0,0,0,4,30,37.75,14.17,4,85,0,0,0,0,0,0,26.01,@LAC,15860,0,0,0.0,0.0,
1211115,Spencer Dinwiddie,SG/PG,BKN,6800,31.93,0,0,15,30,44.2,22.17,1,87,22,0,62,35,1,0,30.18,@DEN,15542,9.5,360,229.0,109.8,
1211116,John Collins,PF/C,UTA,6800,0,0,0,2,30,39.57,18.63,2,84,0,0,0,0,0,0,29.49,@POR,66236,0,0,0.0,0.0,
1211117,Chris Paul,PG,GS,6700,17.89,0,0,6,30,37.8,14.61,2,86,2.58,0,43,2,-2,0,27.73,@LAC,9623,0,0,0.0,0.0,
1211118,Michael Porter,SF/PF,DEN,6600,29.66,0,0,30,30,40.01,22.94,1,86,9.28,0,68,14,9,0,31.6,vs BKN,84682,-9.5,-500,229.0,119.3,
1211119,Dereck Lively,C,DAL,6500,30.25,0,0,2,30,38.63,15.93,1,88,6.88,0,72,10,3,0,26.24,vs MIN,188425,0,0,0.0,0.0,
1211120,Caleb Martin,SF/PF,MIA,6500,30.11,0,0,29,30,32.59,11.7,1,82,25.32,0,57,38,3,0,22.52,vs CHI,113267,0,0,0.0,0.0,
1211121,Ivica Zubac,C,LAC,6400,29.88,0,0,21,30,37.19,20.62,1,83,2.09,0,75,3,5,0,27.82,vs GS,70827,0,0,0.0,0.0,
1211122,Josh Giddey,SG/PG,OKC,6400,23.83,0,0,25,30,35.31,18.8,1,88,6.8,0,57,8,2,0,26.95,@SAC,157905,2,110,243.0,120.5,
1211123,Aaron Gordon,PF,DEN,6300,25.43,0,0,5,30,40.15,23.02,1,86,6.1,0,62,8,0,0,30.46,vs BKN,41594,-9.5,-500,229.0,119.3,
1211124,Cam Thomas,SG/SF,BKN,6300,24.43,0,0,15,30,44.63,13.62,1,65,20.84,0,50,25,0,0,32.77,@DEN,157838,9.5,360,229.0,109.8,
1211125,Max Strus,SG/SF,CLE,6200,28.45,0,0,6,30,39.32,20.76,1,80,10.36,0,67,15,5,0,29.5,@BOS,112708,8.5,300,226.0,108.8,
1211126,Keyonte George,PG/SG,UTA,6200,24.59,0,0,17,30,35.13,14.97,1,84,23.4,0,49,29,1,0,22.63,@POR,188412,0,0,0.0,0.0,
1211127,Keegan Murray,SF/PF,SAC,6100,27.53,0,0,4,30,36.97,16.1,1,85,7.44,0,67,10,8,0,27.26,vs OKC,171787,-2,-130,243.0,122.5,
1211128,Ben Simmons,PG/PF,BKN,6000,0,0,0,11,30,32.58,14.21,4,81,0,0,0,0,0,0,31,@DEN,66115,9.5,360,229.0,109.8,
1211129,Cameron Johnson,SF/PF,BKN,6000,28.67,0,0,17,30,36.25,18.9,1,84,19.2,0,62,28,-1,0,27.58,@DEN,110316,9.5,360,229.0,109.8,
1211130,Mike Conley,PG,MIN,6000,28.28,0,0,6,30,33.51,21.36,1,88,17.46,0,62,25,3,0,26.48,@DAL,9575,0,0,0.0,0.0,
1211131,Reggie Jackson,PG,DEN,5900,28.61,0,0,8,30,40.22,14.51,1,80,7.82,0,71,11,3,0,24.7,vs BKN,14523,-9.5,-500,229.0,119.3,
1211132,Russell Westbrook,PG,LAC,5900,23.26,0,0,12,30,32.63,18.39,2,86,0.98,0,62,1,-3,0,28.81,vs GS,9642,0,0,0.0,0.0,
1211133,Tim Hardaway,SG/SF,DAL,5900,18.94,0,0,7,30,31.33,14.86,2,83,6.72,0,48,6,-2,0,24.18,vs MIN,15846,0,0,0.0,0.0,
1211134,Brandin Podziemski,SG/SF,GS,5800,22.7,0,0,24,30,30.65,6.27,2,77,0.8,0,61,1,4,0,18.29,@LAC,188433,0,0,0.0,0.0,
1211135,Malik Monk,SG/PG,SAC,5800,29.39,0,0,17,30,36.34,17.83,2,84,17.92,0,66,26,0,0,26.29,vs OKC,80816,-2,-130,243.0,122.5,
1211136,Duncan Robinson,SG/SF,MIA,5700,26.86,0,0,10,30,38.37,13.71,1,70,4.32,0,71,6,0,0,23.46,vs CHI,85137,0,0,0.0,0.0,
1211137,Klay Thompson,SG,GS,5700,22.09,0,0,2,30,32.45,14.3,1,86,7.62,0,56,8,-2,0,23.93,@LAC,14509,0,0,0.0,0.0,
1211138,Naz Reid,C/PF,MIN,5700,24.32,0,0,13,30,29.11,13.9,2,80,3.48,0,65,4,3,0,22.43,@DAL,110995,0,0,0.0,0.0,
1211139,Kevin Love,PF/C,MIA,5600,22.57,0,0,30,30,27.7,12.83,2,78,5.01,0,60,6,5,0,20.94,vs CHI,9874,0,0,0.0,0.0,
1211140,Derrick Jones,SF/PF,DAL,5600,21.85,0,0,7,30,32.06,11.91,2,72,10.96,0,54,12,-2,0,19.6,vs MIN,66968,0,0,0.0,0.0,
1211141,Jaime Jaquez,SF,MIA,5500,24.02,0,0,19,30,34.3,18.52,2,88,3.62,0,65,4,0,0,22.9,vs CHI,188422,0,0,0.0,0.0,
1211142,Orlando Robinson,C,MIA,5500,23.67,0,0,26,30,28.21,2.4,1,59,19.83,0,54,23,0,0,19.78,vs CHI,171665,0,0,0.0,0.0,
1211143,Dario Saric,PF/C,GS,5500,20.89,0,0,4,30,32.26,16.38,2,70,2.46,0,57,3,-1,0,23.14,@LAC,55056,0,0,0.0,0.0,
1211144,Patrick Williams,SF/PF,CHI,5500,23.86,0,0,20,30,32.57,13.41,1,82,6.76,0,63,8,4,0,20.2,@MIA,145308,0,0,0.0,0.0,
1211145,Collin Sexton,SG,UTA,5400,27.01,0,0,22,30,32.31,15.54,1,85,11.06,0,69,15,7,0,21.65,@POR,84667,0,0,0.0,0.0,
1211146,Caris LeVert,SG/SF,CLE,5400,20.05,0,0,10,30,39.07,14.57,2,84,1.36,0,56,1,3,0,26.89,@BOS,23798,8.5,300,226.0,108.8,
1211147,Kyle Lowry,PG,MIA,5400,20.45,0,0,1,30,33.91,16.02,1,83,3.76,0,56,4,-4,0,23.85,vs CHI,9535,0,0,0.0,0.0,
1211148,Kelly Olynyk,C/PF,UTA,5300,22.57,0,0,30,30,28.62,11.88,1,85,17.16,0,54,19,2,0,21.18,@POR,22541,0,0,0.0,0.0,
1211149,Jonathan Kuminga,SF/PF,GS,5300,18.21,0,0,4,30,28.01,8.91,2,76,1.4,0,52,1,1,0,18.78,@LAC,157904,0,0,0.0,0.0,
1211150,Talen Horton-Tucker,SG/SF,UTA,5300,19.16,0,0,30,30,28.33,11.14,2,76,2.92,0,54,3,1,0,21.43,@POR,110337,0,0,0.0,0.0,
1211151,Royce O'Neale,SF/PF,BKN,5300,17.32,0,0,15,30,33.2,12.59,2,85,1.8,0,49,2,-1,0,23.22,@DEN,18338,9.5,360,229.0,109.8,
1211152,Norman Powell,SF/SG,LAC,5200,19.28,0,0,6,30,28.03,7.54,2,85,1.76,0,55,2,-1,0,18.81,vs GS,16293,0,0,0.0,0.0,
1211153,Alex Caruso,PG/SG,CHI,5200,20.33,0,0,16,30,29.14,12.33,2,83,2.48,0,58,3,0,0,21.98,@MIA,23981,0,0,0.0,0.0,
1211154,Scoot Henderson,PG,POR,5100,17.75,0,0,15,30,26.09,10.94,2,75,2.08,0,52,2,2,0,18.52,vs UTA,188428,0,0,0.0,0.0,
1211155,Kyle Anderson,SF/PF,MIN,5100,22.44,0,0,13,30,25.35,15,2,84,3.56,0,64,4,4,0,21.12,@DAL,23716,0,0,0.0,0.0,
1211156,Andre Drummond,C,CHI,5100,16.92,0,0,11,30,27.62,11.76,2,79,0.71,0,50,1,4,0,18.36,@MIA,15557,0,0,0.0,0.0,
1211157,Al Horford,C,BOS,5100,18.96,0,0,20,30,36.49,12.15,2,85,5.76,0,53,5,0,0,22.84,vs CLE,9453,-8.5,-400,226.0,117.3,
1211158,Simone Fontecchio,SF,UTA,5000,20.4,0,0,8,30,27.65,8.74,1,71,5.72,0,58,6,5,0,14.9,@POR,173747,0,0,0.0,0.0,
1211159,Grant Williams,PF,DAL,5000,15.51,0,0,3,30,27.34,8.51,1,78,5.52,0,44,4,0,0,18.86,vs MIN,110318,0,0,0.0,0.0,
1211160,Andrew Wiggins,SF/PF,GS,5000,17.52,0,0,6,30,29.55,10.66,1,84,6.52,0,49,6,-1,0,18.92,@LAC,49116,0,0,0.0,0.0,
1211161,Dorian Finney-Smith,SF/PF,BKN,5000,19.53,0,0,15,30,29,13.64,2,82,3.32,0,57,3,-1,0,22.28,@DEN,16376,9.5,360,229.0,109.8,
1211162,Day'Ron Sharpe,C,BKN,4900,16.07,0,0,9,30,28.23,11.65,2,64,0.43,0,49,0,-4,0,18.31,@DEN,157839,9.5,360,229.0,109.8,
1211163,Kevon Looney,C,GS,4900,18.56,0,0,10,30,26.84,13.06,1,85,2.66,0,55,2,-2,0,21.52,@LAC,58576,0,0,0.0,0.0,
1211164,Kevin Huerter,SG/SF,SAC,4900,20.23,0,0,14,30,37.04,12.36,1,83,7.36,0,57,7,2,0,23.48,vs OKC,84704,-2,-130,243.0,122.5,
1211165,Torrey Craig,SF/SG,CHI,4900,15.79,0,0,21,30,24.94,7.34,2,78,0.92,0,48,1,2,0,15.92,@MIA,20277,0,0,0.0,0.0,
1211166,Josh Richardson,SF/SG,MIA,4900,18.91,0,0,19,30,28.22,14.16,2,82,1.88,0,57,2,-2,0,19.51,vs CHI,16233,0,0,0.0,0.0,
1211167,Toumani Camara,SF/PF,POR,4800,24.47,0,0,25,30,24.78,10.96,1,86,11.08,0,67,14,7,0,17.48,vs UTA,188447,0,0,0.0,0.0,
1211168,Kentavious Caldwell-Pope,SG,DEN,4800,0,0,0,15,30,30.11,11.36,4,84,0,0,0,0,0,0,21.08,vs BKN,15636,-9.5,-500,229.0,119.3,
1211169,Josh Green,SF/SG,DAL,4800,0,0,0,7,30,23.98,8.07,4,76,0,0,0,0,0,0,16.33,vs MIN,145325,0,0,0.0,0.0,
1211170,Dennis Smith,PG,BKN,4800,17.12,0,0,11,30,29.69,9.21,2,84,0.72,0,52,1,-1,0,17.79,@DEN,80814,9.5,360,229.0,109.8,
1211171,Luguentz Dort,SF/SG,OKC,4700,14.46,0,0,12,30,31.2,9.25,2,83,1.84,0,44,1,1,0,20.91,@SAC,111273,2,110,243.0,120.5,
1211172,Seth Curry,SG,DAL,4700,15.52,0,0,7,30,19.96,2.95,1,74,9.54,0,44,7,1,0,9.78,vs MIN,15583,0,0,0.0,0.0,
1211173,Jaden McDaniels,SF/PF,MIN,4700,15.32,0,0,13,30,26.8,8.29,2,82,1.92,0,47,1,0,0,15.7,@DAL,145319,0,0,0.0,0.0,
1211174,Moses Moody,SG,GS,4600,13.25,0,0,24,30,24.01,9.7,2,67,6.72,0,39,4,6,0,16.76,@LAC,157802,0,0,0.0,0.0,
1211175,Duop Reath,C,POR,4600,18.7,0,0,6,30,23.5,6.14,1,75,3.95,0,57,4,3,0,14.82,vs UTA,194767,0,0,0.0,0.0,
1211176,Nickeil Alexander-Walker,SG/SF,MIN,4600,20.49,0,0,13,30,28.87,8.01,1,68,12.16,0,57,12,2,0,17.1,@DAL,110356,0,0,0.0,0.0,
1211177,Omer Yurtseven,C,UTA,4600,9.09,0,0,22,30,23.07,2.85,2,65,6.04,0,27,3,0,0,12.27,@POR,145351,0,0,0.0,0.0,
1211178,Harrison Barnes,SF/PF,SAC,4500,14.72,0,0,4,30,26.11,12.67,1,85,3.88,0,46,3,-4,0,19.48,vs OKC,15946,-2,-130,243.0,122.5,
1211179,Daniel Theis,PF/C,LAC,4500,18.55,0,0,1,30,26.47,8.57,2,65,0.96,0,59,1,-3,0,16.42,vs GS,81529,0,0,0.0,0.0,
1211180,Matisse Thybulle,SF,POR,4500,19.4,0,0,25,30,27.89,11.66,1,75,4.3,0,60,4,10,0,16.69,vs UTA,110320,0,0,0.0,0.0,
1211181,Jabari Walker,SF/PF,POR,4500,19.87,0,0,30,30,28.02,9.59,2,70,24.28,0,48,24,8,0,17.03,vs UTA,171764,0,0,0.0,0.0,
1211182,Ochai Agbaji,SG,UTA,4500,12.68,0,0,30,30,26.36,7.47,2,81,1.88,0,40,1,0,0,13.83,@POR,171781,0,0,0.0,0.0,
1211183,Julian Strawther,SF,DEN,4400,11.21,0,0,26,30,22.68,0.42,2,62,2.6,0,36,1,7,0,11.16,vs BKN,188423,-9.5,-500,229.0,119.3,
1211184,Ayo Dosunmu,PG/SG,CHI,4400,19.03,0,0,13,30,23.32,4.66,1,80,9.72,0,56,9,8,0,12.43,@MIA,157849,0,0,0.0,0.0,
1211185,Terance Mann,SG/SF,LAC,4400,17.44,0,0,4,30,23.61,12.02,1,82,1.32,0,56,1,-4,0,17.02,vs GS,110315,0,0,0.0,0.0,
1211186,Kris Dunn,PG/SG,UTA,4400,12.38,0,0,5,30,18.99,4.32,2,81,3.4,0,39,2,3,0,10.77,@POR,23802,0,0,0.0,0.0,
